../images/sunflower/sunflower_256.jpg,256,256,-1,130816,246348,245658,256966
../images/sunflower/sunflower_512.jpg,512,512,-1,523776,1056156,995798,2023308
../images/sunflower/sunflower_1024.jpg,1024,1024,-1,2096128,4068540,4035515,4238201
../images/sunflower/sunflower_2048.jpg,2048,2048,-1,8386560,16270898,16201373,16484150
